Job_ID,Job_Title,Company,Company_Type,Industry,City,Location_Tier,Experience_Level,Job_Type,Work_Mode,Salary_LPA,Skills_Required,Education_Required,Openings,Applicants,Company_Rating,Date_Posted
IND2027871,Java Developer,Setu,Startup,Telecom,Remote,Remote,Mid (3-6 yrs),Contract,Remote,27,"Maven, REST APIs, Microservices, SQL",MCA,2,210,2.9,25-10-2025
IND2027872,Business Analyst,Oracle,MNC,Manufacturing,Kochi,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,21.7,"Requirements Gathering, Excel, Agile",BCA,3,223,3.5,10-04-2026
IND2027873,Python Developer,Infosys,MNC,EdTech,Kochi,Tier 2,Junior (1-3 yrs),Contract,On-Site,9.3,"REST APIs, Python, Docker, AWS, PostgreSQL, Django",MBA,2,143,3.9,15-02-2026
IND2027874,Backend Developer,Accenture,MNC,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,61.6,"Redis, Java, Docker, Node.js, FastAPI, Django",MCA,3,260,3,15-11-2024
IND2027875,UI/UX Designer,Infosys,MNC,HealthTech,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,9.5,"Wireframing, Figma, Prototyping",M.Tech/M.E.,5,513,3.9,02-03-2025
IND2027876,NLP Engineer,Slice,Startup,HealthTech,Bangalore,Tier 1,Lead (10+ yrs),Contract,Hybrid,74,"Python, BERT, TensorFlow, HuggingFace",B.Tech/B.E.,2,115,3.5,04-07-2024
IND2027877,Machine Learning Engineer,DRDO,PSU/Govt,Information Technology,Remote,Remote,Fresher (0-1 yr),Part-Time,Remote,4.2,"Docker, PyTorch, Kubernetes, AWS, Python, Scikit-learn",B.Tech/B.E.,5,579,3.6,09-02-2025
IND2027878,MLOps Engineer,Zoho,Indian Unicorn,Information Technology,Chennai,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,8.9,"Kubernetes, AWS, Airflow, MLflow",B.Tech/B.E.,2,50,3.7,04-11-2025
IND2027879,Frontend Developer,Wipro,MNC,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,28.3,"TypeScript, HTML/CSS, React, Tailwind CSS, Figma, JavaScript",B.Tech/B.E.,2,216,4.1,19-02-2026
IND2027880,Product Manager,Paytm,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,11.6,"JIRA, User Research, Product Strategy, A/B Testing, Roadmapping, Agile",B.Sc (CS/IT),3,298,3.3,26-06-2024
IND2027881,Full Stack Developer,Darwinbox,Startup,Information Technology,Bangalore,Tier 1,Lead (10+ yrs),Full-Time,On-Site,75.3,"Docker, React, Node.js, REST APIs, MongoDB, AWS",MCA,1,96,3.9,21-07-2024
IND2027882,React Developer,Nykaa,Indian Unicorn,Information Technology,Jaipur,Tier 2,Lead (10+ yrs),Full-Time,Hybrid,60.8,"Next.js, JavaScript, React",BCA,1,95,4.3,07-06-2025
IND2027883,React Developer,Microsoft,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Internship,Remote,2.1,"JavaScript, Next.js, Redux, HTML/CSS",BCA,1,101,4.2,01-10-2024
IND2027884,Software Engineer,Deloitte,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Internship,Remote,2.2,"Data Structures, Git, Algorithms, Java",B.Tech/B.E.,3,200,3.1,03-04-2026
IND2027885,Product Manager,Cognizant,MNC,Consulting,Pune,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,22.5,"User Research, Agile, Roadmapping, A/B Testing",B.Tech/B.E.,3,193,3.3,01-05-2025
IND2027886,Software Engineer,BHEL,PSU/Govt,Information Technology,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,11.2,"Java, Git, C++, REST APIs, System Design",B.Tech/B.E.,1,83,3.8,15-09-2024
IND2027887,Python Developer,Zomato,Indian Unicorn,Information Technology,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,23.1,"AWS, Python, REST APIs, Django",B.Tech/B.E.,1,86,3.3,20-06-2025
IND2027888,Cloud Engineer,Hasura,Startup,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Hybrid,44.9,"GCP, Azure, Terraform, Kubernetes",B.Tech/B.E.,20,1833,3.3,07-09-2025
IND2027889,Business Analyst,Accenture,MNC,E-Commerce,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,11.5,"Requirements Gathering, Power BI, SQL, Excel, Agile",B.Sc (CS/IT),1,42,3.7,20-09-2025
IND2027890,Software Engineer,TCS,MNC,FinTech,Chennai,Tier 1,Junior (1-3 yrs),Internship,On-Site,1.5,"C++, Algorithms, Python, System Design",MCA,3,315,3.5,03-03-2025
IND2027891,Full Stack Developer,Ola,Indian Unicorn,E-Commerce,Bangalore,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,49.1,"REST APIs, Node.js, Docker, PostgreSQL, React",MBA,3,84,3.7,26-04-2025
IND2027892,Software Engineer,Slice,Startup,HealthTech,Hyderabad,Tier 1,Lead (10+ yrs),Full-Time,On-Site,71.5,"Algorithms, REST APIs, C++",M.Tech/M.E.,10,544,3.8,14-12-2025
IND2027893,MLOps Engineer,Infosys,MNC,Information Technology,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,40.9,"Python, Docker, AWS, CI/CD",MCA,1,103,3.9,03-11-2025
IND2027894,React Developer,PhonePe,Indian Unicorn,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,On-Site,58.5,"JavaScript, HTML/CSS, TypeScript, Redux, Next.js",B.Tech/B.E.,3,181,4,16-10-2025
IND2027895,Product Manager,Groww,Startup,Banking & Finance,Bhubaneswar,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,6.9,"SQL, User Research, Roadmapping, Agile",MBA,5,464,4.1,05-06-2025
IND2027896,Java Developer,BHEL,PSU/Govt,Information Technology,Chennai,Tier 1,Mid (3-6 yrs),Internship,On-Site,1.6,"Spring Boot, SQL, REST APIs",M.Tech/M.E.,1,98,3.7,17-12-2025
IND2027897,Data Scientist,Amazon,MNC,EdTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.5,"Python, NLP, Pandas, Scikit-learn, TensorFlow, SQL",B.Tech/B.E.,1,72,4.3,22-04-2026
IND2027898,Data Analyst,Microsoft,MNC,EdTech,Remote,Remote,Lead (10+ yrs),Part-Time,On-Site,53.3,"Statistics, Power BI, Python, Data Visualization, SQL, Tableau",BCA,1,119,4.2,27-08-2025
IND2027899,Backend Developer,Cisco,MNC,Manufacturing,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,7,"Python, Java, Redis",BCA,3,263,3.8,07-02-2026
IND2027900,Software Engineer,Chargebee,Startup,HealthTech,Chennai,Tier 1,Lead (10+ yrs),Full-Time,Hybrid,51.3,"System Design, C++, REST APIs",BCA,5,518,3.9,06-12-2024
IND2027901,Python Developer,Deloitte,MNC,E-Commerce,Remote,Remote,Senior (6-10 yrs),Full-Time,Hybrid,36.4,"Python, AWS, REST APIs, Docker, FastAPI, PostgreSQL",B.Sc (CS/IT),3,345,3.4,22-03-2026
IND2027902,Software Engineer,Swiggy,Indian Unicorn,Information Technology,Remote,Remote,Fresher (0-1 yr),Contract,On-Site,5,"System Design, C++, Algorithms",B.Com + Certification,3,246,3.4,09-12-2025
IND2027903,Technical Lead,NTPC,PSU/Govt,FinTech,Nagpur,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,10.9,"System Design, Code Review, Team Leadership",B.Sc (CS/IT),1,102,3.1,17-02-2026
IND2027904,AI Engineer,Urban Company,Startup,FinTech,Indore,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,6.9,"OpenAI API, LLMs, Python",B.Tech/B.E.,5,569,2.8,10-01-2025
IND2027905,Python Developer,Infosys,MNC,FinTech,Lucknow,Tier 2,Senior (6-10 yrs),Contract,On-Site,25.4,"FastAPI, AWS, Django, PostgreSQL",M.Tech/M.E.,2,132,4.2,29-06-2025
IND2027906,Java Developer,Microsoft,MNC,E-Commerce,Pune,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,23.3,"Java, Hibernate, Maven, SQL, Spring Boot",BCA,10,793,3.8,19-03-2025
IND2027907,Python Developer,BHEL,PSU/Govt,Information Technology,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,10.1,"Python, PostgreSQL, AWS, Docker, REST APIs",PhD,2,145,3.9,06-06-2024
IND2027908,Machine Learning Engineer,Swiggy,Indian Unicorn,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,7.9,"Python, Kubernetes, Docker, TensorFlow, AWS",MCA,2,147,4.1,01-09-2025
IND2027909,Data Engineer,InMobi,Startup,EdTech,Chennai,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,5.4,"AWS, Python, dbt, Kafka, Spark, ETL",M.Tech/M.E.,2,121,3.8,06-12-2025
IND2027910,MLOps Engineer,Razorpay,Indian Unicorn,Consulting,Jaipur,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,24.8,"MLflow, AWS, Kubernetes, CI/CD, Python",M.Tech/M.E.,1,52,4.3,05-11-2025
IND2027911,Business Analyst,Paytm,Indian Unicorn,FinTech,Pune,Tier 1,Lead (10+ yrs),Full-Time,Hybrid,46.3,"Excel, SQL, Agile, Power BI",PhD,1,108,2.8,19-09-2025
IND2027912,Computer Vision Engineer,Dream11,Indian Unicorn,Government/PSU,Kolkata,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,16.6,"Deep Learning, TensorFlow, Python",M.Tech/M.E.,3,253,3.1,17-11-2024
IND2027913,Full Stack Developer,TCS,MNC,E-Commerce,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,41.8,"React, Python, Docker",MCA,5,371,3.7,21-10-2024
IND2027914,DevOps Engineer,Zomato,Indian Unicorn,E-Commerce,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,39.1,"Kubernetes, Terraform, AWS, Docker, Jenkins",BCA,5,479,4.3,09-01-2026
IND2027915,Data Analyst,Chargebee,Startup,Government/PSU,Pune,Tier 1,Senior (6-10 yrs),Part-Time,On-Site,41.5,"Excel, Statistics, Power BI, Data Visualization, SQL, Tableau",B.Tech/B.E.,1,114,3.9,24-05-2025
IND2027916,Java Developer,BHEL,PSU/Govt,E-Commerce,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,12.2,"REST APIs, Microservices, Spring Boot, Java, Hibernate",MCA,5,529,3.8,15-09-2024
IND2027917,MLOps Engineer,Cisco,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,7.1,"Airflow, Kubernetes, MLflow, Docker",M.Tech/M.E.,5,405,3.8,23-04-2026
IND2027918,React Developer,Zomato,Indian Unicorn,HealthTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,12.1,"React, HTML/CSS, Redux, TypeScript, JavaScript, Next.js",B.Tech/B.E.,2,175,4.2,01-08-2025
IND2027919,Software Engineer,InMobi,Startup,E-Commerce,Delhi,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,18.9,"Python, System Design, Algorithms",B.Sc (CS/IT),1,98,4.2,10-10-2024
IND2027920,Android Developer,ISRO,PSU/Govt,Banking & Finance,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,6.4,"Kotlin, Jetpack Compose, Firebase, Android SDK, Java",M.Tech/M.E.,1,105,3.6,12-01-2025
IND2027921,Frontend Developer,Razorpay,Indian Unicorn,E-Commerce,Remote,Remote,Lead (10+ yrs),Contract,Hybrid,77.2,"Figma, Next.js, TypeScript",B.Tech/B.E.,10,1109,3.4,08-12-2025
IND2027922,Frontend Developer,Accenture,MNC,Logistics,Pune,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,37.4,"HTML/CSS, Figma, JavaScript",M.Tech/M.E.,3,308,3.3,28-03-2026
IND2027923,AI Engineer,Amazon,MNC,Retail,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,18.2,"Vector DBs, RAG, LangChain, Python, LLMs",B.Sc (CS/IT),1,45,3.8,12-06-2025
IND2027924,Engineering Manager,Lenskart,Startup,Media & Entertainment,Pune,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,6.5,"OKRs, System Design, Hiring, Agile, Roadmapping",B.Tech/B.E.,5,386,3.6,17-01-2026
IND2027925,DevOps Engineer,Fi Money,Startup,Manufacturing,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,7,"Kubernetes, Linux, AWS, Jenkins, CI/CD",M.Tech/M.E.,15,1629,4,19-05-2025
IND2027926,Software Engineer,ISRO,PSU/Govt,Logistics,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,7.6,"Algorithms, Python, Git, System Design, C++, Java",B.Tech/B.E.,3,250,4.1,04-02-2026
IND2027927,Node.js Developer,Accenture,MNC,Banking & Finance,Chennai,Tier 1,Fresher (0-1 yr),Internship,On-Site,2,"TypeScript, Node.js, REST APIs, Express.js",BCA,1,97,4,18-02-2025
IND2027928,Python Developer,Fi Money,Startup,Information Technology,Pune,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,43.5,"Docker, FastAPI, REST APIs",B.Sc (CS/IT),1,73,4,07-07-2024
IND2027929,Data Analyst,MakeMyTrip,Indian Unicorn,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,22.9,"Excel, Tableau, Data Visualization, Python, Statistics",M.Tech/M.E.,1,92,3.3,25-11-2025
IND2027930,NLP Engineer,Amazon,MNC,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.9,"SpaCy, LLMs, HuggingFace, Transformers, BERT, TensorFlow",MCA,2,121,3.6,14-07-2025
IND2027931,NLP Engineer,Deloitte,MNC,Banking & Finance,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,12.3,"Transformers, HuggingFace, TensorFlow, Python",B.Tech/B.E.,2,206,3.4,18-08-2024
IND2027932,Java Developer,Paytm,Indian Unicorn,Information Technology,Kolkata,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,5.9,"Microservices, Hibernate, SQL, Maven, REST APIs",M.Tech/M.E.,5,394,3.9,30-05-2025
IND2027933,React Developer,Accenture,MNC,HealthTech,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,5.2,"JavaScript, Redux, React, HTML/CSS, Next.js",BCA,1,93,3.4,11-01-2025
IND2027934,Node.js Developer,IBM,MNC,HealthTech,Coimbatore,Tier 2,Fresher (0-1 yr),Internship,On-Site,3.1,"TypeScript, Express.js, MongoDB, REST APIs, Node.js",B.Tech/B.E.,1,117,4.1,27-08-2025
IND2027935,Python Developer,MakeMyTrip,Indian Unicorn,Information Technology,Lucknow,Tier 2,Lead (10+ yrs),Part-Time,Hybrid,59.2,"FastAPI, REST APIs, PostgreSQL, Docker",B.Sc (CS/IT),1,85,4.3,12-11-2024
IND2027936,Technical Lead,MakeMyTrip,Indian Unicorn,Government/PSU,Bhubaneswar,Tier 2,Lead (10+ yrs),Full-Time,On-Site,80,"Code Review, Microservices, Team Leadership",M.Tech/M.E.,2,192,3.5,14-06-2024
IND2027937,Android Developer,TCS,MNC,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,18.5,"Jetpack Compose, Firebase, Java, Kotlin, REST APIs",B.Tech/B.E.,10,999,4.2,08-07-2025
IND2027938,Software Engineer,Capgemini,MNC,Telecom,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,12.6,"REST APIs, C++, Python, Java, Algorithms",B.Tech/B.E.,1,104,3.4,31-03-2025
IND2027939,Backend Developer,Accenture,MNC,HealthTech,Ahmedabad,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,4,"Docker, Python, Redis, Node.js, MongoDB",MCA,15,1687,3.4,25-07-2024
IND2027940,Data Engineer,Freshworks,Indian Unicorn,Manufacturing,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,21.5,"Spark, dbt, Airflow, AWS, SQL",B.Tech/B.E.,2,218,4.2,28-01-2026
IND2027941,iOS Developer,Zerodha,Startup,Information Technology,Kolkata,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,21.7,"Core Data, Swift, REST APIs",MCA,1,101,3.5,13-10-2025
IND2027942,Android Developer,Microsoft,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Internship,On-Site,1.4,"Kotlin, Firebase, Java, Jetpack Compose",B.Tech/B.E.,2,131,3.7,21-12-2024
IND2027943,Backend Developer,Cognizant,MNC,Information Technology,Coimbatore,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,10.7,"Python, FastAPI, MongoDB",B.Tech/B.E.,15,1577,3.8,05-05-2025
IND2027944,Data Scientist,Urban Company,Startup,Banking & Finance,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,7.7,"Pandas, Tableau, Python, SQL, Statistics",BCA,1,76,3.6,01-02-2026
IND2027945,Business Analyst,IBM,MNC,EdTech,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,4.2,"JIRA, Agile, Requirements Gathering, Excel",B.Tech/B.E.,3,69,2.8,31-10-2025
IND2027946,Android Developer,Amazon,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,18,"Firebase, Jetpack Compose, Kotlin, Java",B.Tech/B.E.,2,214,4.3,06-09-2024
IND2027947,Android Developer,Microsoft,MNC,Automobile,Delhi,Tier 1,Mid (3-6 yrs),Contract,On-Site,17.9,"Kotlin, Java, Android SDK, Firebase, REST APIs",MBA,3,186,4.2,05-01-2026
IND2027948,Product Manager,MakeMyTrip,Indian Unicorn,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,22.7,"A/B Testing, JIRA, Agile, Roadmapping, SQL",B.Tech/B.E.,2,194,3.5,01-09-2025
IND2027949,Python Developer,Paytm,Indian Unicorn,E-Commerce,Remote,Remote,Mid (3-6 yrs),Internship,Remote,2.4,"AWS, Python, FastAPI, REST APIs, PostgreSQL",B.Sc (CS/IT),1,47,3.9,12-11-2024
IND2027950,Cybersecurity Analyst,Slice,Startup,Manufacturing,Coimbatore,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,24.5,"Penetration Testing, Python, Network Security, Ethical Hacking, SIEM",B.Sc (CS/IT),3,211,4.2,19-03-2026
IND2027951,Android Developer,Groww,Startup,FinTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,12.2,"Android SDK, Kotlin, Jetpack Compose, Java, REST APIs, Firebase",B.Sc (CS/IT),10,1039,4.1,14-03-2025
IND2027952,Cloud Engineer,IBM,MNC,HealthTech,Hyderabad,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,5.6,"Terraform, Docker, GCP",MCA,5,595,3.2,23-01-2026
IND2027953,Data Analyst,Meesho,Indian Unicorn,Information Technology,Delhi,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,23.6,"Excel, Power BI, SQL, Python",MCA,5,140,4,04-10-2024
IND2027954,Java Developer,Swiggy,Indian Unicorn,Information Technology,Chandigarh,Tier 2,Mid (3-6 yrs),Internship,On-Site,2.1,"Java, SQL, Hibernate, Microservices",B.Tech/B.E.,1,71,3.7,26-12-2025
IND2027955,Cloud Engineer,NTPC,PSU/Govt,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Hybrid,18.1,"GCP, Terraform, AWS, Docker",B.Tech/B.E.,1,56,3.8,24-10-2025
IND2027956,Python Developer,Freshworks,Indian Unicorn,FinTech,Pune,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,14,"REST APIs, PostgreSQL, Python, FastAPI",M.Tech/M.E.,1,79,3.9,09-04-2026
IND2027957,AI Engineer,Postman,Startup,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,29.9,"Python, OpenAI API, RAG, LLMs, Prompt Engineering, Vector DBs",MCA,2,187,4.3,11-03-2025
IND2027958,React Developer,Wipro,MNC,FinTech,Lucknow,Tier 2,Mid (3-6 yrs),Part-Time,Hybrid,16.3,"JavaScript, Next.js, TypeScript",MCA,1,115,3.7,13-03-2025
IND2027959,Software Engineer,Hasura,Startup,Manufacturing,Pune,Tier 1,Lead (10+ yrs),Full-Time,On-Site,73,"REST APIs, Algorithms, Java, C++, Git",BCA,2,148,4.2,10-09-2025
IND2027960,Android Developer,Cisco,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,4.5,"Kotlin, Firebase, REST APIs, Android SDK",MCA,1,85,2.7,14-03-2026
IND2027961,Android Developer,BrowserStack,Startup,HealthTech,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,10.3,"Kotlin, Java, Firebase, REST APIs",B.Tech/B.E.,1,107,3.5,01-03-2026
IND2027962,Business Analyst,Cisco,MNC,Information Technology,Mumbai,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,8.9,"SQL, Agile, Excel, Power BI, JIRA, Requirements Gathering",B.Tech/B.E.,3,283,3.8,09-12-2025
IND2027963,iOS Developer,BSNL,PSU/Govt,E-Commerce,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,4.8,"Swift, Firebase, REST APIs, Core Data, Xcode, SwiftUI",B.Sc (CS/IT),2,103,4.2,04-11-2025
IND2027964,Machine Learning Engineer,Postman,Startup,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,29.8,"MLOps, PyTorch, Scikit-learn, TensorFlow, AWS",B.Tech/B.E.,1,34,3.4,03-10-2025
IND2027965,Business Analyst,Hasura,Startup,Information Technology,Kochi,Tier 2,Senior (6-10 yrs),Internship,On-Site,2.5,"Excel, SQL, JIRA, Requirements Gathering, Power BI, Agile",B.Tech/B.E.,1,118,4.2,20-11-2025
IND2027966,React Developer,TCS,MNC,EdTech,Lucknow,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,10.8,"Redux, JavaScript, HTML/CSS, TypeScript, Next.js, React",B.Tech/B.E.,15,1130,3.8,08-06-2025
IND2027967,Node.js Developer,ONGC,PSU/Govt,Information Technology,Mumbai,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,6.9,"Express.js, TypeScript, MongoDB",MCA,1,82,4,23-04-2026
IND2027968,iOS Developer,Zoho,Indian Unicorn,Information Technology,Remote,Remote,Fresher (0-1 yr),Contract,Remote,9.1,"REST APIs, Firebase, Core Data",MCA,1,30,3.9,06-11-2024
IND2027969,Computer Vision Engineer,Tech Mahindra,MNC,Information Technology,Kochi,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,11.4,"Python, Deep Learning, YOLO, PyTorch",B.Com + Certification,1,83,3.9,24-06-2024
IND2027970,Full Stack Developer,Dream11,Indian Unicorn,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.9,"PostgreSQL, Docker, REST APIs, AWS, React",B.Tech/B.E.,15,1525,3.8,16-10-2025
IND2027971,Product Manager,ISRO,PSU/Govt,Information Technology,Mumbai,Tier 1,Lead (10+ yrs),Part-Time,Hybrid,21.6,"Product Strategy, User Research, Agile",BCA,2,227,3.7,16-01-2025
IND2027972,Research Scientist,Chargebee,Startup,Information Technology,Pune,Tier 1,Fresher (0-1 yr),Internship,Hybrid,1.5,"Publications, Python, R, Deep Learning",MCA,5,323,4,16-09-2024
IND2027973,Machine Learning Engineer,ONGC,PSU/Govt,HealthTech,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,21.8,"AWS, Docker, PyTorch",B.Com + Certification,5,462,3.4,31-12-2025
IND2027974,QA Engineer,Groww,Startup,EdTech,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,19.7,"Python, API Testing, Selenium, JIRA, Postman, Manual Testing",MBA,1,116,4.1,30-11-2024
IND2027975,Data Engineer,ISRO,PSU/Govt,EdTech,Nagpur,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,3.2,"ETL, Python, Airflow, AWS, SQL, Spark",B.Tech/B.E.,5,469,3.1,07-03-2025
IND2027976,Full Stack Developer,Accenture,MNC,Media & Entertainment,Mumbai,Tier 1,Junior (1-3 yrs),Part-Time,On-Site,11.5,"React, PostgreSQL, MongoDB",B.Tech/B.E.,2,140,4.2,17-10-2024
IND2027977,Data Scientist,Google,MNC,Information Technology,Mumbai,Tier 1,Mid (3-6 yrs),Contract,On-Site,14.9,"Deep Learning, Machine Learning, Statistics, Python",B.Tech/B.E.,3,184,3,02-10-2024
IND2027978,DevOps Engineer,BHEL,PSU/Govt,E-Commerce,Remote,Remote,Mid (3-6 yrs),Internship,Remote,0.9,"Kubernetes, Linux, Terraform, CI/CD, Jenkins, Ansible",M.Tech/M.E.,3,210,3.6,11-12-2024
IND2027979,UI/UX Designer,Postman,Startup,Manufacturing,Bangalore,Tier 1,Mid (3-6 yrs),Internship,On-Site,2.8,"CSS, Prototyping, Wireframing, Figma, Adobe XD, User Research",M.Tech/M.E.,5,479,3.9,16-07-2025
IND2027980,Python Developer,Swiggy,Indian Unicorn,Government/PSU,Bangalore,Tier 1,Junior (1-3 yrs),Internship,Hybrid,0.9,"Python, AWS, Docker",PhD,2,236,3.1,26-09-2025
IND2027981,Java Developer,Groww,Startup,E-Commerce,Jaipur,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,18.2,"Spring Boot, SQL, Microservices, Java",MCA,1,58,3.9,10-11-2025
IND2027982,AI Engineer,MakeMyTrip,Indian Unicorn,Banking & Finance,Delhi,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,58.7,"NLP, LLMs, RAG, OpenAI API, Vector DBs",B.Tech/B.E.,5,345,4.1,05-02-2026
IND2027983,Java Developer,Postman,Startup,EdTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,24.4,"Spring Boot, Java, Hibernate, REST APIs, Maven",M.Tech/M.E.,2,236,4.2,27-09-2025
IND2027984,Software Engineer,MakeMyTrip,Indian Unicorn,Logistics,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,71.3,"REST APIs, Algorithms, Java, Git, System Design, Data Structures",MBA,20,1119,3,26-10-2025
IND2027985,Software Engineer,Razorpay,Indian Unicorn,Information Technology,Nagpur,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,9.3,"C++, System Design, REST APIs, Java",MBA,1,71,3.2,13-02-2026
IND2027986,Research Scientist,CRED,Indian Unicorn,Government/PSU,Hyderabad,Tier 1,Mid (3-6 yrs),Internship,On-Site,3.2,"PyTorch, R, Deep Learning",B.Tech/B.E.,1,66,3.3,14-10-2024
IND2027987,Data Engineer,Wipro,MNC,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.1,"Airflow, Python, Spark, dbt, ETL, SQL",M.Tech/M.E.,3,103,3.9,02-02-2026
IND2027988,React Developer,Paytm,Indian Unicorn,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,49.8,"HTML/CSS, Next.js, Redux",B.Tech/B.E.,3,334,4.3,20-10-2025
IND2027989,Data Engineer,Fi Money,Startup,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Part-Time,Remote,25.1,"Spark, SQL, Kafka, Python, AWS",B.Tech/B.E.,2,210,3.6,18-07-2025
IND2027990,Java Developer,Swiggy,Indian Unicorn,FinTech,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,59.7,"REST APIs, Maven, SQL, Hibernate, Java, Microservices",B.Tech/B.E.,2,207,4,14-05-2025
IND2027991,Data Analyst,ONGC,PSU/Govt,E-Commerce,Ahmedabad,Tier 2,Mid (3-6 yrs),Contract,On-Site,12.6,"Statistics, Python, Power BI, Data Visualization, Tableau",B.Tech/B.E.,1,22,3.9,13-06-2024
